Product,Sub-product,Issue,Sub-issue,Complaint,Company,State,Submitted via,Company response to consumer,Timely response?,Cleaned_Complaint
Mortgage,Conventional fixed mortgage,Settlement process and costs,,"Since XXXX/XXXX/XXXX when I started a Request ID # for a Release of Deed of Trust from Bank of America on the mortgage loan I paid off in full on XXXX/XXXX/XXXX. XXXX County in XXXX is waiting so a title can be released. I have tried to work through approx. XXXX contacts to get this done. 
I have been given wrong information and been refused contact with supervisors. I was told that this ca n't get done for 3 mo. to 1 year and they keep changing stories/info. 
I did what I was required in paying loan on time and closing loan. Why ca n't Bank of America get their act together and do what it takes to get me the title to my home. 
If I wanted to sell the house or had too, I would n't be able to do so in a timely matter and would miss out on a possible opportunity because of their delays. 
Bank of America told me back on XXXX/XXXX/XXXX that I would receive proper title and documentation in 1-3 mo. I received a cover letter and the original NOTE by XXXX XXXX XXXX both stamped PAID in Full and loan paid off. 
The reps that have worked on this keep saying that they need something from XXXX XXXX? They have had since XXXX/XXXX/XXXX to get this. This Company is out of business. 
This is what happened over the period of the loan:XX/XX/XXXX opened 30 yr. mortgage loan with XXXX XXXX XXXX. 
XXXX/XXXX/XXXX loan was transferred over to XXXX XXXX XXXX XXXX XXXX , XXXX loan was again transferred over to Countrywide Home Loans , XXXX XXXX XXXX XXXX to be effective XXXX/XXXX/XXXX. 
In XX/XX/XXXX per rep Bank of America said they took loan over from Countrywide because mortgage scandal/bankruptcy. ( Note : Bank of America has had since XXXX to get all documents in order on the account. ) Also note that this loan was not with any mortgage co. for more than a mo or two till Countrywide from XXXX/XXXX/XXXX to XX/XX/XXXX. 
My request is to have documentation ( Request of Deed of Trust ) to XXXX County by XXXX/XXXX/XXXX. I was told when the 1st request Id was created the date would be XXXX/XXXX/XXXX. Since there are response times on this report this gives over the 15 day period. 
I also feel there should some type of fine or reprimand just like if I missed a payment I would get a late payment charge and could even get foreclosed when I was paying the loan payments. 
Note : None of the below apply this loan is paid off!! 
Also every time I contacted this company and had conversation I was informed that the calls were being recorded. They have all dates and information from my calls. 
I also have account numbers and documentation on file. 
",Bank of America,CO,Web,Closed with non-monetary relief,Yes,since xxxxxxxxxxxx started request id release deed trust bank america mortgage loan paid full xxxxxxxxxxxx xxxx county xxxx waiting title released tried work approx xxxx contact get done given wrong information refused contact supervisor told ca nt get done mo year keep changing storiesinfo required paying loan time closing loan ca nt bank america get act together take get title home wanted sell house would nt able timely matter would miss possible opportunity delay bank america told back xxxxxxxxxxxx would receive proper title documentation mo received cover letter original note xxxx xxxx xxxx stamped paid full loan paid rep worked keep saying need something xxxx xxxx since xxxxxxxxxxxx get company business happened period loanxxxxxxxx opened yr mortgage loan xxxx xxxx xxxx xxxxxxxxxxxx loan transferred xxxx xxxx xxxx xxxx xxxx xxxx loan transferred countrywide home loan xxxx xxxx xxxx xxxx effective xxxxxxxxxxxx xxxxxxxx per rep bank america said took loan countrywide mortgage scandalbankruptcy note bank america since xxxx get document order account also note loan mortgage co mo two till countrywide xxxxxxxxxxxx xxxxxxxx request documentation request deed trust xxxx county xxxxxxxxxxxx told st request id created date would xxxxxxxxxxxx since response time report give day period also feel type fine reprimand like missed payment would get late payment charge could even get foreclosed paying loan payment note none apply loan paid also every time contacted company conversation informed call recorded date information call also account number documentation file
Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,"There is a motion on XXXX/XXXX/XX/XX/XXXX @ XXXX XXXX county courthouse to reschedule foreclosure sale date based on 100 % illegal, fraudulent foreclosure. XXXX XXXX XXXX has sold, transfer or assigned this mortgage to Caliber Home Loans in XX/XX/XXXX. 
1. Got out of non-jury trial XXXX XXXX, XX/XX/XXXX which I knew before walking into Judge chambers I was going to lose. To get an idea of what typically occurs @ these non-jury trials just imagine a handcuffed monkey trying to beat a Lion in a caged fight. 
2. Five Year Statute of Limitations ( SOL ) Expired XXXX XX/XX/XXXX 
3. One Hundred Per Cent ( 100 % ) Foreclosure Fraud : Forged and Notarized Original Mortgage signatures, Plaintiff lacks legal standing ( mortgage sold off originally by XXXX XXXX Bank to a trust ), robo signing. Their was the biggest lying straight face robo testifier from XXXX XXXX XXXX I have ever witnessed, it is sad and unacceptable how all their lies, fabrication were allowed into evidence while our strongest evidence by defendants Forensic Expert/Witness testifying original note is 100 % forgery denied her testifying at trial, XXXX due process. 
XXXX law firm does all plaintiffs dirty work. 
4. Force placed homeowner insurance obtained at illegal price gouging rates XXXX, XXXX times normal amount. 
","Caliber Home Loans, Inc",FL,Web,Closed with explanation,Yes,motion xxxxxxxxxxxxxxxx xxxx xxxx county courthouse reschedule foreclosure sale date based illegal fraudulent foreclosure xxxx xxxx xxxx sold transfer assigned mortgage caliber home loan xxxxxxxx got nonjury trial xxxx xxxx xxxxxxxx knew walking judge chamber going lose get idea typically occurs nonjury trial imagine handcuffed monkey trying beat lion caged fight five year statute limitation sol expired xxxx xxxxxxxx one hundred per cent foreclosure fraud forged notarized original mortgage signature plaintiff lack legal standing mortgage sold originally xxxx xxxx bank trust robo signing biggest lying straight face robo testifier xxxx xxxx xxxx ever witnessed sad unacceptable lie fabrication allowed evidence strongest evidence defendant forensic expertwitness testifying original note forgery denied testifying trial xxxx due process xxxx law firm plaintiff dirty work force placed homeowner insurance obtained illegal price gouging rate xxxx xxxx time normal amount
Debt collection,Payday loan,Improper contact or sharing of info,Talked to a third party about my debt,"I did, about a year ago, have an XXXX XXXX account. However, this company does n't have my correct address. They called my sister, my daughter, and my ex ( who I have n't been in contact with in 15 years ) and told all of them that I needed to contact them immediately or I would be sued. The messages were automated and the name of the "" rep '' was XXXX XXXX. I believe this company is actually a scam and not a legitimate debt collector. 
","Direct Recovery Services, LLC",IL,Web,Closed,No,year ago xxxx xxxx account however company nt correct address called sister daughter ex nt contact year told needed contact immediately would sued message automated name rep xxxx xxxx believe company actually scam legitimate debt collector
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"I was never sent notice of this debt, it just appeared on my credit report. Furthermore this debt is not mine or is older than 7 years old. 

No debt validation was given or sent or a notice that this account was going to be reported to a credit bureau. i would like proof that this account is mine by company furnishing original signed documents, all payment history if this account is mine, and date of last delinquency. 
",SquareTwo Financial Corporation,TX,Web,Closed with explanation,Yes,never sent notice debt appeared credit report furthermore debt mine older year old debt validation given sent notice account going reported credit bureau would like proof account mine company furnishing original signed document payment history account mine date last delinquency
Mortgage,Other mortgage,Settlement process and costs,,"Have come to learn after a closing ( I have copy of HUD ) in XX/XX/XXXX for a short sale on a property that was underwater in NJ, that the house was foreclosed on in XX/XX/XXXX. When I signed the papers in XX/XX/XXXX, I had asked if I needed my own attorney and they told me no, that no money would be changing hands, they had a buyer, the buyer just needed a little time to correct their credit so this would give them control of the property. They told me that I may still need to sign papers for the bank when everything had finalized. Initially after the closing, I did not receive any additional correspondence from the mortgage company. I thought I was finished other than the paper work that I may need to sign. About XXXX months to XXXX years later I started receiving paperwork from the mortgage company again, I called the people I had been dealing with and they said the bank did n't accept the offer. I, to this day, do not know how I ended up dealing with these people as when I started this process, I was dealing with a well known, supposedly reputable real estate company. I have since found documentation that the real estate firm that I was dealing with, removed the listing from their records in XX/XX/XXXX. I have no idea how it happened, that I ended up dealing with these people insteady of the realestate company I initially signed the agreement with. I have signed so many papers for this house and with what I was going through, could not keep track of everything. The people who supposedly purchased the house from me in XX/XX/XXXX, placed the people in the home in XX/XX/XXXX and I am guessing collected rent from them from that point until they were apparently evicted a few months after the foreclosure. ( This was found out from a neighbor who told my husband the sherriff 's office showed up at the door and gave them XXXX hours to vacate. I am guessing it was 4 years, give or take, that I believe they collected money from those people, they did not apparently own the house ( so did they have a right to collect rent and not pay it to the mortgage company ), as it was foreclosed in my name in XX/XX/XXXX, they did not pay anything to the mortgage company based on the amount listed in the lien search document that I recently obtained. Oddly, the mortgage does not come up on my credit report, but the original one does and then they sold it to the foreclosing company. And the people that were living in the property, I have no idea who they were, but apparently they were taken as well. We both have nothing to show for it except they were potentially homeless and I have a foreclosure, not a short sale on my record almost 4 years after the HUD. I have spoken to XXXX different people who have worked for them in the past and both said that they had never seen them close a deal for the entire time they worked there and each was there a few years I believe for each. I was also told to google their names, which I did, and they were sued for a mortgage related issue a few years ago. I do not know what to do. I am reaching out to you and hope that you will help to stop them from taking advantage of people in the future. I rarely could reach anyone and most times when I had called, I was told he was on vacation or out of town. Unfortunately, I am connected to them by another property which we were supposed to buy from them. My husband and I are exploring options to get out as we want nothing to do with them and the money that we pay for rent ( which was more than initially agreed upon due to high taxes in the area ), we find that they have not paid the taxes since they bought the house and now the property has a tax lien on it as it was sold at tax sale. They read my hardship letters and know what I had been through and feel that they took advantage of that. Please seek your own legal counsel ; you ca n't afford not to ; and be leary. 
",Wells Fargo & Company,NJ,Web,Closed with explanation,Yes,come learn closing copy hud xxxxxxxx short sale property underwater nj house foreclosed xxxxxxxx signed paper xxxxxxxx asked needed attorney told money would changing hand buyer buyer needed little time correct credit would give control property told may still need sign paper bank everything finalized initially closing receive additional correspondence mortgage company thought finished paper work may need sign xxxx month xxxx year later started receiving paperwork mortgage company called people dealing said bank nt accept offer day know ended dealing people started process dealing well known supposedly reputable real estate company since found documentation real estate firm dealing removed listing record xxxxxxxx idea happened ended dealing people insteady realestate company initially signed agreement signed many paper house going could keep track everything people supposedly purchased house xxxxxxxx placed people home xxxxxxxx guessing collected rent point apparently evicted month foreclosure found neighbor told husband sherriff office showed door gave xxxx hour vacate guessing year give take believe collected money people apparently house right collect rent pay mortgage company foreclosed name xxxxxxxx pay anything mortgage company based amount listed lien search document recently obtained oddly mortgage come credit report original one sold foreclosing company people living property idea apparently taken well nothing show except potentially homeless foreclosure short sale record almost year hud spoken xxxx different people worked past said never seen close deal entire time worked year believe also told google name sued mortgage related issue year ago know reaching hope help stop taking advantage people future rarely could reach anyone time called told vacation town unfortunately connected another property supposed buy husband exploring option get want nothing money pay rent initially agreed upon due high tax area find paid tax since bought house property tax lien sold tax sale read hardship letter know feel took advantage please seek legal counsel ca nt afford leary
Credit reporting,,Incorrect information on credit report,Personal information,"There is an address on my credit reports that I have never lived at. It is XXXX XXXX XXXX XXXX XXXX Me XXXX. There is an incorrect birthdate of XX/XX/XXXX on my credit reports. There is a spouse on my credit report named XXXX and I have been divorced since XX/XX/XXXX and he is dead. There is a incorrect social security number on my credit reports of XXXX. There are several misspellings of my name due to typing errors that I want removed. XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX XXXX, XXXX XXXX, XXXX XXXX XXXX, XXXX XXXX, XXXX XXXX. There ard phone numbers that are not mine on my credit reports, XXXX, XXXX, XXXX. 
","TransUnion Intermediate Holdings, Inc.",ME,Web,Closed with non-monetary relief,Yes,address credit report never lived xxxx xxxx xxxx xxxx xxxx xxxx incorrect birthdate xxxxxxxx credit report spouse credit report named xxxx divorced since xxxxxxxx dead incorrect social security number credit report xxxx several misspelling name due typing error want removed xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx ard phone number mine credit report xxxx xxxx xxxx
Credit card,,Transaction issue,,"I have had fraudulent activities on my Citi bank Credit Card account. They have failed to assist me. They are supporting criminals/fraud operators, making derogatory comments, the most unethical and unprofessional language. I was harassed on the phone and cursed me. Upon request proof will be provided. 
Citi Bank needs to dispute those fraud charges and has to obey my country`s laws and regulations. Citi Bank STOP the crime!!!! Stop supporting Criminals and terror operators!!! 
",Citibank,CA,Web,Closed with explanation,Yes,fraudulent activity citi bank credit card account failed assist supporting criminalsfraud operator making derogatory comment unethical unprofessional language harassed phone cursed upon request proof provided citi bank need dispute fraud charge obey country law regulation citi bank stop crime stop supporting criminal terror operator
Student loan,Non-federal student loan,Can't repay my loan,Can't decrease my monthly payments,"My lender is have not shown the ability to be sensitive to my financial hardship. I shown I am willing to pay, however, the have constantly gone up on my payments to now XXXX a month I am unemployed and can not simply afford that much. I regret ever taking their terms and I want future students to know rates and terms of each loan they are borrowing, I would strongly suggest do not take private loans out for education. Please I am in dire need of help. I recieved the Lon at XXXX college in XXXX, ca. 
",AES/PHEAA,IL,Web,Closed with explanation,Yes,lender shown ability sensitive financial hardship shown willing pay however constantly gone payment xxxx month unemployed simply afford much regret ever taking term want future student know rate term loan borrowing would strongly suggest take private loan education please dire need help recieved lon xxxx college xxxx ca
Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,"My wife and I were part of a modification on our home with an attorney we hired to represent us and our mortgage company. We got approved for a modification and received a copy to sign. My attorney also got a copy and told us that this modification was a good one and urged us to sign it and mail it back to the mortgage co as soon as possible. We were excited that the payment was what we could afford. Our attorney we thought read through the agreement before advising us to sihn it. He never mentioned anything about the other numbers we latter found out were involved that soon lead us to defaulting on our modification. 
We were completely unaware that the payments we were sending to the mortgage company were insufficient. We knew the figure as being correct. The mortgage company was sending all statements and communications about our modification directly to our attorney and not to us at all. We had no idea we were defaulting. Our lawyer refused to answer any of our calls or further emails from us to him. Our attorney never informed my wife and I that he was getting all mail from our mortgage co. His address was even on all the statements. Our mortgage company is now in active foreclosure of our home. We are extremely unhappy with how our mortgage company conducts business with it 's clients. We were never made aware of what exactly our numbers would be on a monthly payment basis. We desperately want to save our home from another foreclosure attempt. 
",Nationstar Mortgage,PA,Web,Closed with explanation,Yes,wife part modification home attorney hired represent u mortgage company got approved modification received copy sign attorney also got copy told u modification good one urged u sign mail back mortgage co soon possible excited payment could afford attorney thought read agreement advising u sihn never mentioned anything number latter found involved soon lead u defaulting modification completely unaware payment sending mortgage company insufficient knew figure correct mortgage company sending statement communication modification directly attorney u idea defaulting lawyer refused answer call email u attorney never informed wife getting mail mortgage co address even statement mortgage company active foreclosure home extremely unhappy mortgage company conduct business client never made aware exactly number would monthly payment basis desperately want save home another foreclosure attempt
Mortgage,VA mortgage,"Loan servicing, payments, escrow account",,"My mortgage was transferred to XXXX Mortgage Services on XXXX XXXX, XX/XX/2015. I have made payments every month on time. To this day, XXXX XXXX, XX/XX/2015, they can not account for a {$3300.00} dollars they deposited to my account on XXXX XXXX, XX/XX/2015. Numerous emails and calls were made to locate the whereabouts of such payment. There response is "" it has been escalated for review. '' On XXXX XXXXXX/XX/2015, my ARM was calculated and adjusted with the balance that did not reflect the missing funds paid on XXXX XXXXXX/XX/2015. I submitted bank statements and trace number of the missing fund they deposited allegedly into my account, however, they can not account for the payment. On XXXX XXXX, XX/XX/2015 they mailed me a letter, which states "" your loan is in default. '' Since XXXX, XXXXXX/XX/2015, I have met my obligation paying my mortgage and provided approximately {$7000.00} in overage payment to be applied to the principal. They constantly say they will return my calls and locate the missing payment, but to this day this have failed to call nor locate the missing payment. 
",Lender Live,TX,Web,Closed with non-monetary relief,Yes,mortgage transferred xxxx mortgage service xxxx xxxx xxxx made payment every month time day xxxx xxxx xxxx account dollar deposited account xxxx xxxx xxxx numerous email call made locate whereabouts payment response escalated review xxxx xxxxxxxx arm calculated adjusted balance reflect missing fund paid xxxx xxxxxxxx submitted bank statement trace number missing fund deposited allegedly account however account payment xxxx xxxx xxxx mailed letter state loan default since xxxx xxxxxxxx met obligation paying mortgage provided approximately overage payment applied principal constantly say return call locate missing payment day failed call locate missing payment
Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,"I 'm filing a complaint because of the lack of help and correspondences from Wells Fargo with regards to the home of my aunt and last living relative the now deceased XXXX XXXX XXXX in an effort to modify and assume her loan. As the assigned personal representative of the Estate XXXX XXXX XXXX XXXX, I have sent the requested documents and they keep saying that they never received it and then request the same documents over and over again stating that they never received them. I leave messages and they are not returned. 
",Wells Fargo & Company,MD,Web,Closed with explanation,Yes,filing complaint lack help correspondence well fargo regard home aunt last living relative deceased xxxx xxxx xxxx effort modify assume loan assigned personal representative estate xxxx xxxx xxxx xxxx sent requested document keep saying never received request document stating never received leave message returned
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,"I file chapter XXXX bankruptcy on XX/XX/XXXX. It was dismiss on XX/XX/XXXX, the case was reinstated to a chapter XXXX on XX/XX/XXXX. My case was discharge on XX/XX/XXXX. I keep calling and mailing my bankruptcy case information to this company, and they failed or wo n't updated my credit report with XXXX to reflect the correct information. This company just did a update as of XX/XX/XXXX to collect on this account still showing a open collection on XXXX and XXXX. 
",Speedy Cash Holdings,LA,Web,Closed,Yes,file chapter xxxx bankruptcy xxxxxxxx dismiss xxxxxxxx case reinstated chapter xxxx xxxxxxxx case discharge xxxxxxxx keep calling mailing bankruptcy case information company failed wo nt updated credit report xxxx reflect correct information company update xxxxxxxx collect account still showing open collection xxxx xxxx
Bank account or service,Checking account,Problems caused by my funds being low,,"Bank of America I have noticed holds charges then submits to charge overdraft fees, example, I would use my debit on the XXXX for a burger and fry at XXXX, that transaction will hold 3 days then when account low, I become negative and they charge me, all my transactions are never in order.I was once charged a XXXX charge.I also filed a claim on a XXXX charge that wasnt r ight, I won it, recieved a letter stating its permanent for the bank to try and take it back out of my account and charge overdraft for it.Bank of America will hold transactions to charge fees.On XXXX I woke up and my bill pay went through, its XXXX, now at XXXX I go to the XXXX and buy XXXX $ eorth of stuff, you put yhat transaction before the bill from when I eoke up, so u can charge a fee. 
",Bank of America,IN,Web,Closed with explanation,Yes,bank america noticed hold charge submits charge overdraft fee example would use debit xxxx burger fry xxxx transaction hold day account low become negative charge transaction never orderi charged xxxx chargei also filed claim xxxx charge wasnt r ight recieved letter stating permanent bank try take back account charge overdraft itbank america hold transaction charge feeson xxxx woke bill pay went xxxx xxxx go xxxx buy xxxx eorth stuff put yhat transaction bill eoke u charge fee
Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,"Hi, I have a vehicle loan from XXXX XXXX XXXX and last year I was late on one payment mostly because I used to pay my vehicle loan bill with my mortgage and I had refinanced my mortgage and I did n't have to pay that month. Unfortunately I totally forgot about my XXXX XXXX XXXX bill. But as soon as I realized that I paid the bill for the last month and the current month. I was n't notified by XXXX and I had paid the bill before I got their call. On call they said that they will be reporting it to Credit agencies as it was past 30 days. I said it 's fine and I assumed that it will probably be a minor hit as it was one missed payment in 3 years since my loan began and probably the only missed payment since I started paying bills. But I had no clue that my credit score will go down from XXXX to XXXX. Next month we decide to buy a new home and applied for the pre approval. I was shocked to find out what my credit score was. Based on the credit score and just one missed payment, I was being offer a much higher loan rate but I was told that it will be fine by the time we purchase the house as it was still XXXX months away. I was also advised to talk to XXXX XXXX XXXX to see if they could resolve it with credit agencies. I called XXXX XXXX XXXX XXXX times and they never resolved it. On my last call with them, they asked me to raise a complaint with all three credit agencies and they said once credit agencies follow up with them, they will resolve the issue. I went to all three credit agencies and opened the dispute. But I have never heard from them and my FICO score as of today stands at XXXX. And this is all because of one missed payment in 10 years. Since then I have paid all my bills on time and it 's been almost 9 months since I missed the payment. But the credit score is where it was. Now it 's time to close my new home and I had to settle on higher interest rate because my FICO score is low i.e. XXXX. This does n't sound right to me. 
",Experian,MA,Web,Closed with explanation,Yes,hi vehicle loan xxxx xxxx xxxx last year late one payment mostly used pay vehicle loan bill mortgage refinanced mortgage nt pay month unfortunately totally forgot xxxx xxxx xxxx bill soon realized paid bill last month current month nt notified xxxx paid bill got call call said reporting credit agency past day said fine assumed probably minor hit one missed payment year since loan began probably missed payment since started paying bill clue credit score go xxxx xxxx next month decide buy new home applied pre approval shocked find credit score based credit score one missed payment offer much higher loan rate told fine time purchase house still xxxx month away also advised talk xxxx xxxx xxxx see could resolve credit agency called xxxx xxxx xxxx xxxx time never resolved last call asked raise complaint three credit agency said credit agency follow resolve issue went three credit agency opened dispute never heard fico score today stand xxxx one missed payment year since paid bill time almost month since missed payment credit score time close new home settle higher interest rate fico score low ie xxxx nt sound right
Credit reporting,,Incorrect information on credit report,Public record,"I have a judgment in XXXX county for XXXX XXXX XXXX that says it was reported in XXXX and paid in XXXX. It 's being reported on my XXXX and Equifax report. This item was already paid and part of medical bills from a accident that was n't my fault. They got paid but for some reason its on my credit report as a judgement. It should n't beven been on my credit report. It must be miscommunication. The paid amount is {$710.00} and the judgement is satisfied but should of nevet been a judgement. 
",Equifax,IA,Web,Closed with explanation,Yes,judgment xxxx county xxxx xxxx xxxx say reported xxxx paid xxxx reported xxxx equifax report item already paid part medical bill accident nt fault got paid reason credit report judgement nt beven credit report must miscommunication paid amount judgement satisfied nevet judgement
Bank account or service,Checking account,"Account opening, closing, or management",,"I opened an account with US Bank in XXXX 2010. I was fed up with XXXX XXXX at the time, but eventually went back to them because they are the best big bank. I opened the account with them because I have a few student loans with them. I was working at a XXXX at the time and did n't have a big income. I over-drafted a few time, but always paid the fee. I never set up any automatic payments with them for student loans, bills, etc. I closed the account a few months later because there interest fees and high over draft fees. I got a phone call today, five years later, that I still owed US Bank XXXX. XXXX. I closed the account five years ago and the balance was current. How could I close an account that was negative? They sent the bill over to a collection agency to settle the account. Why I am being harassing from a collection agency five years later about a bank account I have for a only a few short months? Why am I paying fees on an account I did n't even use? Why this is now going to hurt my credit? I am extremely frustrated and fed up with US Bank bullying me around. I find the XXXX to be insulting and overbearing. I am student loan victim and am currently making minimum wage and tips as a server. XXXX is nearly a whole weeks work at times. I also give US Bank XXXX every month for my student. How can they get away with this? 
",U.S. Bancorp,MN,Web,Closed with explanation,Yes,opened account u bank xxxx fed xxxx xxxx time eventually went back best big bank opened account student loan working xxxx time nt big income overdrafted time always paid fee never set automatic payment student loan bill etc closed account month later interest fee high draft fee got phone call today five year later still owed u bank xxxx xxxx closed account five year ago balance current could close account negative sent bill collection agency settle account harassing collection agency five year later bank account short month paying fee account nt even use going hurt credit extremely frustrated fed u bank bullying around find xxxx insulting overbearing student loan victim currently making minimum wage tip server xxxx nearly whole week work time also give u bank xxxx every month student get away
Money transfers,Domestic (US) money transfer,Money was not available when promised,,"I requested PayPal to send me a check of {$500.00}. Estimated arrival was 2 weeks and it has been 2 months already with no check arriving, yet they still withdrew the funds from my account. I called and asked them to cancel the check and refund the money to my PayPal account so that I can transfer it. 

Their solution? I need to wait one week for the to trace the check and cancel it. After waiting a week they will then notify me of a timeframe in which they can reimburse me my money. 

This business practice is almost criminal. I never withdrew my money, I never cashed a check, yet the money is gone from my account. Why do they need to track the check? Why does it take a week to cancel it when it takes me a couple minutes with my bank? How come they ca n't give me a timeframe of when I will receive my money and why do i need to wait months to withdraw money that is mine? Absolutely ridiculous!!! 
","PayPal Holdings, Inc.",NY,Web,Closed with non-monetary relief,Yes,requested paypal send check estimated arrival week month already check arriving yet still withdrew fund account called asked cancel check refund money paypal account transfer solution need wait one week trace check cancel waiting week notify timeframe reimburse money business practice almost criminal never withdrew money never cashed check yet money gone account need track check take week cancel take couple minute bank come ca nt give timeframe receive money need wait month withdraw money mine absolutely ridiculous
Credit card,,Credit card protection / Debt protection,,"My Tribute card was issued to me in XXXX. I made all payments on time. In XXXX XXXX, Tribute raised my credit to {$500.00} without my request and then closed the company. I called ot make a payment in XXXX, XXXX and was advised that the company closed and could not be reached at the number or correspondence. The company Jefferson XXXX XXXX reported that my Tribute card was lost and re-issued. My card was never lost and reissued. The company XXXX XXXX then put both accounts that I did not have on my credit with a balance of {$1000.00} without notifying me. I reported the complaint to all XXXX credit entities such as XXXX, XXXX and XXXX and my claim was denied. The credit is reporting on my report for the last 9 years beyond the lawful amount of time of 7 years and is reporting incorrectly. I would like for the account to be removed from my credit report. My credit report shows that I have disputed the account. The company does not meet federal regulations and is reporting incorrectly. 
","CL Holdings, LLC",TX,Web,Closed with explanation,Yes,tribute card issued xxxx made payment time xxxx xxxx tribute raised credit without request closed company called ot make payment xxxx xxxx advised company closed could reached number correspondence company jefferson xxxx xxxx reported tribute card lost reissued card never lost reissued company xxxx xxxx put account credit balance without notifying reported complaint xxxx credit entity xxxx xxxx xxxx claim denied credit reporting report last year beyond lawful amount time year reporting incorrectly would like account removed credit report credit report show disputed account company meet federal regulation reporting incorrectly
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,"Debt Collector is attempting to collect on a fraudulent account that is not mine I sent an Affidavit of Fraudulent Application on XX/XX/2014 to the creditor. 
","LTD Financial Services, L.P.",FL,Web,Closed with non-monetary relief,Yes,debt collector attempting collect fraudulent account mine sent affidavit fraudulent application xxxx creditor
Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,"I am reaching out to the CFPB directly for any assistance they can provide with an issue I am having with my mortgage servicer, Quicken Loans, who services my XXXX XXXX owed loan ( Loan # XXXX ). My issue involves unfair treatment in the process of being evaluated for a loan modification. 

I applied for a loan modification on XXXX/XXXX/2015. To summarize my hardship, my family 's household income dropped by over $ XXXX/month due to a job change and due to losing our family owned business. Quicken reviewed my application and approved a trial modification on XXXX/XXXX/2015. 

XXXX XXXX from Quicken then called me on XXXX/XXXX/2015 to explain the terms of the approved modification. The interest rate they offered did n't seem to match the published XXXX XXXX Standard Modification Interest Rate that became effective on XXXX/XXXX/2015, the day of the approval. When I questioned that and asked if it could be redone, XXXX then said I should pursue a refinance instead of the modification. I explained to XXXX that due to my severe decrease in income, I doubted that I would qualify for a refinance. But he suggested I check into that anyway. I told him that I did not want to jeopardize my approval but he said that should the trial offer expire while looking into the refinance, it would not render me ineligible to apply again. So I told him that I was not declining the trial modification and that I would look into a refinance as he directed. 

I then reached out to XXXX XXXX directly to ask them for further direction. The representative that I spoke to at XXXX XXXX suggested that I follow Quicken 's guidance and she too confirmed that should the approved trial should expire in the meantime, I would still be eligible for a modification upon submission of a new application. So I took their advice and called a few mortgage companies to inquire about a refinance. I was not surprised to find that I did not qualify at my reduced income level. During the process of investigating the refinance, the approved trial offer expired. 

So I submitted a brand new application on XXXX/XXXX/2015 and submitted the updated income documentation. However, I was just informed today, XXXX/XXXX/2015, that my application has been denied because they say I declined the previous approved trial offer from XXXX/XXXX/2015. I explained to the representative that I did not decline the trial offer, and that both Quicken Loans and XXXX XXXX suggested that I investigate a refinance instead. I was assured that should the trial offer expire in the meantime, I would still be eligible to be reviewed with a new application. I asked the representative how I could dispute that decision and if they could listen to that call from XXXX/XXXX/2015. The representative told me that nothing could be done. 

So, I am reaching out to the CFPB because I am being treated unfairly. I fear that their mistakes and lack of organization are overshadowing the fact that I have a real hardship and need help. I have done everything that they recommended and now I am being denied the help that my family desperately needs. 

Please help me rectify this situation. If there is anything you need from me in helping you to investigate this issue, please let me know. 

Sincerely, XXXX XXXX 
",Quicken Loans,UT,Web,Closed with non-monetary relief,Yes,reaching cfpb directly assistance provide issue mortgage servicer quicken loan service xxxx xxxx owed loan loan xxxx issue involves unfair treatment process evaluated loan modification applied loan modification xxxxxxxx summarize hardship family household income dropped xxxxmonth due job change due losing family owned business quicken reviewed application approved trial modification xxxxxxxx xxxx xxxx quicken called xxxxxxxx explain term approved modification interest rate offered nt seem match published xxxx xxxx standard modification interest rate became effective xxxxxxxx day approval questioned asked could redone xxxx said pursue refinance instead modification explained xxxx due severe decrease income doubted would qualify refinance suggested check anyway told want jeopardize approval said trial offer expire looking refinance would render ineligible apply told declining trial modification would look refinance directed reached xxxx xxxx directly ask direction representative spoke xxxx xxxx suggested follow quicken guidance confirmed approved trial expire meantime would still eligible modification upon submission new application took advice called mortgage company inquire refinance surprised find qualify reduced income level process investigating refinance approved trial offer expired submitted brand new application xxxxxxxx submitted updated income documentation however informed today xxxxxxxx application denied say declined previous approved trial offer xxxxxxxx explained representative decline trial offer quicken loan xxxx xxxx suggested investigate refinance instead assured trial offer expire meantime would still eligible reviewed new application asked representative could dispute decision could listen call xxxxxxxx representative told nothing could done reaching cfpb treated unfairly fear mistake lack organization overshadowing fact real hardship need help done everything recommended denied help family desperately need please help rectify situation anything need helping investigate issue please let know sincerely xxxx xxxx
